,SKN load,MSR load,ATG load,GLP load,DMA load,MTQ load,LCA load,SVG load,GRD load,BRB load
5662,32.47,1.94,51.06,233.5,14.9,215.1,56.3,21.3,30.8,140.7
5663,30.26,1.85,47.92,220.5,14.0,202.6,52.0,20.3,29.5,132.8
5664,28.97,1.72,45.84,208.0,13.3,190.9,49.7,19.2,28.0,125.4
5665,27.05,1.61,43.72,199.9,12.8,180.6,46.9,17.9,26.0,120.1
5666,26.43,1.58,42.45,193.6,12.3,175.7,45.5,17.8,25.1,114.8
5667,25.51,1.52,40.75,188.3,11.9,171.3,44.8,17.0,25.2,112.1
5668,25.55,1.54,41.06,187.7,12.0,169.8,44.4,17.1,24.6,111.8
5669,25.88,1.55,41.06,189.2,12.3,172.7,45.3,17.5,25.3,114.4
5670,26.0,1.55,41.44,189.6,12.3,173.6,44.5,17.3,25.5,115.9
5671,28.04,1.66,45.19,205.2,13.1,186.9,48.1,18.8,27.4,124.4
5672,30.66,1.83,49.08,225.2,14.1,202.8,52.7,20.3,29.3,135.2
5673,31.68,1.9,51.37,230.5,15.0,212.2,55.9,21.4,30.6,138.1
5674,32.79,1.95,51.88,239.4,15.1,216.1,56.0,21.4,31.8,143.8
5675,32.65,1.98,51.8,237.0,15.2,217.4,56.6,22.0,31.8,144.4
5676,32.51,1.99,51.9,243.6,15.3,218.6,56.3,22.0,32.1,145.3
5677,32.39,1.93,51.11,233.3,15.1,213.4,54.7,21.6,30.9,139.5
5678,31.17,1.87,50.02,229.1,14.3,206.9,53.3,21.0,29.6,135.4
5679,30.6,1.82,49.09,221.9,14.2,202.9,53.5,20.5,29.8,134.4
5680,29.7,1.78,47.74,220.8,14.1,200.8,52.0,20.1,29.4,132.5
5681,29.9,1.79,48.24,219.9,14.0,198.4,51.3,20.1,28.5,130.5
5682,32.26,1.93,51.59,240.7,15.4,217.0,56.2,21.6,31.3,144.0
5683,34.98,2.06,56.41,255.8,16.1,231.6,60.5,23.0,33.7,153.9
5684,33.8,2.02,54.8,250.7,15.6,225.0,58.8,22.3,32.2,148.2
5685,32.34,1.94,52.35,237.3,15.2,216.0,55.3,21.5,31.7,143.0
5686,32.0,1.9,50.63,230.8,14.7,212.7,55.1,21.3,30.8,138.7
5687,30.71,1.83,47.95,220.1,14.2,202.0,53.1,20.2,29.2,132.0
5688,28.17,1.72,46.22,207.9,13.4,190.6,50.1,18.9,27.2,127.3
5689,27.63,1.64,44.1,204.8,12.8,183.9,47.5,18.5,26.8,120.7
5690,26.5,1.63,42.89,197.8,12.4,179.2,46.1,18.2,25.8,116.7
5691,26.28,1.57,42.51,192.8,12.2,175.3,45.1,17.7,25.1,116.1
5692,26.22,1.57,42.02,192.1,12.4,174.5,45.3,17.4,25.1,114.7
5693,26.06,1.55,41.99,190.0,12.2,173.1,45.6,17.4,24.8,115.6
5694,26.03,1.56,40.69,187.6,11.9,171.6,44.9,17.1,25.2,112.5
5695,27.27,1.62,42.69,198.5,12.4,179.6,46.8,18.1,26.3,120.0
5696,27.99,1.69,44.62,206.9,13.1,188.6,48.9,19.1,27.2,125.3
5697,29.67,1.77,47.61,213.1,13.9,196.4,51.6,19.4,28.2,131.3
5698,29.85,1.81,48.44,219.6,14.0,201.3,52.3,20.0,29.3,133.3
5699,30.87,1.81,48.77,226.8,14.3,204.3,53.2,20.5,29.9,134.7
5700,30.82,1.82,48.67,225.3,14.1,203.2,52.4,20.1,29.9,133.6
5701,29.1,1.74,47.11,210.2,13.4,193.4,50.2,19.5,28.4,128.3
5702,27.98,1.69,44.72,205.1,12.9,185.5,48.0,18.7,26.8,122.8
5703,27.19,1.67,43.78,202.7,12.8,183.4,48.0,18.4,26.9,119.2
5704,27.54,1.65,43.03,202.1,12.8,181.5,47.2,17.9,26.6,121.4
5705,27.47,1.64,43.95,202.3,12.9,182.9,47.3,18.1,26.8,122.3
5706,30.19,1.77,48.04,220.0,13.8,199.7,52.3,20.2,28.6,130.8
5707,32.44,1.95,52.08,244.6,15.2,219.5,56.8,21.8,32.2,143.0
5708,33.36,2.01,52.89,245.5,15.5,221.5,57.6,22.0,32.5,144.5
5709,32.76,1.96,52.81,235.6,15.4,217.0,56.7,21.6,31.5,142.8
5710,31.97,1.93,51.91,236.4,15.2,214.5,56.0,21.5,31.2,139.7
5711,30.5,1.82,48.42,222.6,14.1,202.1,53.1,20.2,29.2,134.2
5712,28.32,1.68,45.97,205.5,13.2,189.3,49.4,19.1,27.5,124.1
5713,26.8,1.64,42.58,198.9,12.5,180.0,46.9,17.9,26.5,117.3
5714,26.42,1.58,42.34,192.4,12.3,176.5,46.6,17.5,25.8,117.3
5715,26.23,1.6,42.67,192.8,12.3,175.5,45.1,17.5,25.3,116.6
5716,26.68,1.59,42.58,193.6,12.4,177.4,45.9,17.7,25.8,118.7
5717,27.73,1.67,44.22,206.7,13.0,185.4,47.6,18.5,27.2,120.7
5718,29.19,1.76,45.98,214.8,13.5,194.0,50.4,19.6,28.5,127.9
5719,32.65,1.97,51.79,242.8,15.3,217.8,57.0,22.0,31.7,142.7
5720,35.79,2.16,56.75,265.1,17.0,239.9,61.5,23.7,34.6,157.2
5721,38.15,2.26,59.53,279.3,17.6,250.7,64.7,24.9,36.4,165.6
5722,38.74,2.3,60.48,283.8,17.6,254.9,66.0,25.5,36.7,167.1
5723,38.28,2.33,62.33,284.2,18.4,258.7,67.0,25.8,38.1,169.3
5724,39.26,2.34,63.46,290.8,18.4,262.5,67.8,26.3,38.5,175.1
5725,38.36,2.36,61.32,281.6,18.2,259.2,67.3,25.8,37.1,172.8
5726,37.46,2.29,60.3,275.1,17.5,251.4,65.8,25.4,36.2,166.5
5727,36.66,2.23,58.65,271.2,17.1,245.7,63.3,24.3,35.2,160.5
5728,36.45,2.18,56.86,267.3,16.6,239.5,62.4,24.3,35.0,155.7
5729,34.91,2.06,55.31,251.7,16.1,230.4,59.1,22.7,33.6,151.4
5730,36.29,2.21,59.08,264.7,17.2,242.6,62.9,24.2,35.0,160.2
5731,37.88,2.28,60.14,282.3,17.8,253.5,66.0,25.1,36.4,167.9
5732,36.89,2.22,57.7,271.1,17.0,243.5,63.3,24.5,35.1,158.9
5733,34.74,2.07,56.54,253.5,16.4,233.2,60.2,23.1,34.1,154.8
5734,35.03,2.07,54.88,251.9,16.2,230.1,60.2,23.1,33.6,151.7
5735,31.54,1.92,51.29,235.6,14.8,212.2,55.5,21.4,30.8,140.4
5736,29.99,1.76,48.26,217.3,13.7,198.4,52.2,20.0,29.0,132.2
5737,28.36,1.69,44.87,208.2,13.1,189.3,49.2,18.9,27.6,125.5
5738,27.69,1.67,44.77,205.5,13.0,184.2,48.5,18.7,26.8,121.4
5739,27.05,1.61,43.16,198.3,12.8,180.1,46.2,18.0,26.3,119.9
5740,26.87,1.62,43.85,201.4,12.6,181.1,46.5,17.8,26.3,120.8
5741,29.14,1.73,46.52,209.4,13.2,191.7,49.1,18.9,27.7,127.5
5742,29.8,1.83,47.57,220.7,14.0,200.9,51.8,20.0,29.5,132.4
5743,32.91,2.01,52.45,245.6,15.4,221.4,56.7,21.9,31.7,147.7
5744,36.0,2.18,58.08,261.6,16.8,240.8,62.5,23.9,34.9,157.0
5745,38.03,2.24,61.09,279.0,17.5,251.4,65.4,25.3,36.7,165.9
5746,38.46,2.32,61.44,282.0,18.3,257.6,66.8,25.8,37.5,172.3
5747,39.71,2.33,62.58,287.6,18.2,261.1,67.9,26.4,37.6,170.5
5748,39.21,2.39,62.31,289.1,18.4,261.3,67.1,26.5,37.4,174.4
5749,39.19,2.32,62.65,281.5,18.4,259.8,67.4,26.1,37.5,173.6
5750,37.86,2.24,59.74,272.9,17.3,248.8,65.4,24.5,35.8,164.8
5751,36.39,2.16,57.74,266.4,16.8,241.4,62.1,24.5,34.9,161.4
5752,34.46,2.11,55.85,257.6,16.4,231.7,60.4,23.4,34.0,151.9
5753,33.53,2.03,54.64,244.8,15.6,225.4,59.4,22.6,32.7,150.8
5754,36.15,2.19,57.05,259.9,16.5,239.6,62.8,24.0,34.6,159.3
5755,37.8,2.23,61.03,276.7,17.6,250.8,65.2,25.2,36.4,163.1
5756,36.22,2.18,57.86,268.2,16.7,241.8,63.8,24.1,35.3,161.2
5757,34.53,2.04,54.71,247.6,15.7,226.8,59.1,23.0,33.2,148.5
5758,32.73,1.97,52.75,240.0,15.5,219.6,56.4,21.9,31.9,144.1
5759,31.54,1.89,50.27,230.0,14.3,207.3,54.2,20.7,30.2,136.5
5760,28.15,1.71,45.79,210.9,13.3,190.2,50.1,19.0,27.3,125.1
5761,27.27,1.67,44.37,202.8,13.0,184.5,47.4,18.5,26.6,123.6
5762,27.35,1.64,43.27,199.0,12.7,180.5,47.4,18.2,26.5,120.4
5763,26.95,1.62,42.71,197.2,12.7,178.7,46.0,17.9,25.6,119.4
5764,27.19,1.64,43.01,198.0,12.6,180.4,47.6,17.8,26.1,117.8
5765,28.63,1.68,45.99,211.1,13.3,189.7,50.0,19.0,27.2,124.4
5766,29.37,1.81,48.28,220.4,13.9,198.8,51.7,20.0,28.6,132.5
5767,33.32,1.98,53.2,245.1,15.4,220.9,56.6,21.9,31.9,144.1
5768,36.39,2.18,58.37,265.8,16.8,243.5,63.7,24.5,35.1,158.9
5769,38.16,2.3,60.4,280.7,17.6,252.2,64.7,25.2,36.2,168.4
5770,38.29,2.3,60.35,279.7,18.1,255.2,65.7,25.7,37.1,169.9
5771,37.31,2.3,61.29,276.1,17.8,251.7,64.7,25.0,36.1,166.1
5772,37.25,2.22,59.19,271.2,17.4,249.8,65.2,24.7,35.7,166.1
5773,35.95,2.19,57.18,264.2,17.0,241.4,63.6,24.4,34.6,161.1
5774,34.49,2.09,55.86,253.7,16.2,229.3,59.3,23.0,33.3,152.7
5775,33.74,2.0,53.69,247.9,15.4,222.1,58.3,22.0,31.8,144.5
5776,33.02,2.01,53.83,245.2,15.4,221.4,56.8,21.8,32.4,147.8
5777,32.74,2.01,52.21,243.0,15.4,219.8,57.3,21.7,31.4,145.7
5778,35.29,2.16,57.27,258.8,16.8,237.5,61.7,23.8,34.1,155.1
5779,36.79,2.2,58.9,269.7,17.2,246.8,64.4,24.4,35.4,164.9
5780,35.51,2.15,57.14,264.4,16.7,238.9,62.2,24.2,34.4,156.8
5781,34.25,2.05,54.11,251.4,15.9,226.3,59.4,22.5,32.3,147.4
5782,33.11,1.96,52.82,244.8,15.5,219.4,57.4,21.9,31.5,146.8
5783,30.89,1.82,48.93,222.1,14.3,204.9,52.7,20.3,30.0,133.3
5784,28.88,1.73,45.54,208.6,13.5,191.1,50.0,18.9,27.8,125.7
5785,26.89,1.65,44.04,197.6,12.7,181.6,46.6,18.4,26.4,119.7
5786,26.38,1.61,42.65,192.9,12.5,177.5,45.9,17.8,25.7,115.6
5787,26.46,1.59,42.1,195.2,12.2,175.4,45.5,17.4,25.7,116.9
5788,26.15,1.6,42.99,195.7,12.3,176.6,45.5,17.6,25.4,116.0
5789,28.31,1.71,45.08,207.9,13.2,187.7,48.8,18.6,27.1,123.1
5790,29.36,1.76,47.6,214.8,13.6,196.9,51.5,19.4,28.9,128.6
5791,32.64,1.99,53.64,244.0,15.3,220.4,56.8,22.0,31.5,144.5
5792,36.2,2.14,57.8,267.6,16.7,239.8,63.0,23.7,34.3,156.4
5793,38.08,2.28,60.56,273.2,17.6,251.1,64.8,24.8,36.0,165.2
5794,38.33,2.34,62.2,283.0,18.0,258.0,66.3,25.8,37.2,168.4
5795,39.74,2.36,63.06,291.3,18.5,261.7,68.2,25.9,38.2,172.8
5796,39.94,2.35,62.26,290.0,18.2,262.7,69.0,26.0,37.9,171.2
5797,39.1,2.31,61.03,280.4,17.9,257.1,66.4,25.5,37.0,171.8
5798,37.34,2.26,60.72,274.0,17.8,251.8,64.8,25.3,36.6,164.2
5799,37.07,2.18,57.89,272.2,17.3,244.7,63.4,24.5,35.2,162.1
5800,35.54,2.11,55.88,259.4,16.6,234.5,60.9,23.4,34.3,154.7
5801,33.76,2.03,54.11,247.0,16.1,227.4,59.0,22.5,32.7,148.3
5802,35.98,2.17,58.66,267.9,17.0,243.3,64.1,24.3,35.1,161.2
5803,37.53,2.25,59.49,279.4,17.4,250.9,65.2,25.1,36.5,164.5
5804,36.11,2.16,57.6,265.3,16.8,242.4,63.5,24.3,35.4,157.7
5805,34.04,2.04,54.83,255.3,16.1,229.0,59.0,23.0,33.7,152.6
5806,33.36,2.0,53.24,242.4,15.4,221.7,57.1,22.3,32.3,146.2
5807,30.52,1.87,48.86,224.8,14.6,206.4,53.5,20.4,29.6,136.0
5808,28.76,1.76,45.94,213.3,13.7,193.7,50.3,19.2,28.0,129.6
5809,27.9,1.66,44.37,204.2,13.2,186.6,48.6,18.4,27.0,123.6
5810,27.53,1.64,43.56,200.2,12.7,181.3,46.9,18.4,26.7,120.1
5811,27.08,1.64,43.7,197.5,12.7,179.9,46.2,18.2,26.2,119.7
5812,26.86,1.64,43.81,201.7,12.5,180.7,46.7,18.0,26.2,120.5
5813,28.14,1.69,45.21,204.9,13.2,187.3,48.9,18.5,27.3,125.2
5814,29.81,1.77,47.52,214.4,14.0,197.0,51.1,19.8,28.8,129.0
5815,32.77,1.98,53.14,244.9,15.6,219.5,57.9,21.7,31.8,143.1
5816,36.42,2.15,57.92,262.6,16.9,240.8,62.7,23.9,34.4,160.2
5817,37.23,2.24,60.38,276.1,17.6,249.2,64.9,25.2,35.9,162.4
5818,37.3,2.29,59.94,274.2,17.8,251.2,64.7,25.5,36.5,165.3
5819,37.94,2.28,62.11,284.8,17.7,256.4,66.9,25.4,36.8,166.9
5820,38.64,2.33,61.15,284.4,18.0,256.6,66.7,25.5,36.8,168.6
5821,37.1,2.26,59.64,271.0,17.3,248.7,65.3,24.6,36.3,166.1
5822,36.85,2.23,58.72,271.0,17.3,247.6,64.2,24.9,36.1,161.5
5823,35.3,2.15,57.84,262.7,16.4,237.9,61.5,24.1,34.0,158.3
5824,34.96,2.12,55.37,253.4,16.1,233.6,60.9,23.5,33.4,151.9
5825,33.92,2.04,53.42,246.7,15.8,226.0,59.4,22.7,33.0,149.6
5826,35.39,2.16,58.02,263.2,16.7,239.2,62.5,24.1,35.0,157.3
5827,37.7,2.23,59.65,271.4,17.5,249.2,64.3,24.6,35.7,162.6
5828,35.79,2.17,58.34,266.0,17.1,241.6,63.7,24.3,34.9,160.8
5829,34.79,2.1,54.96,254.5,16.1,229.9,59.2,22.9,32.9,149.8
5830,32.7,1.95,51.61,242.4,15.2,218.1,57.1,22.1,31.6,146.1
5831,30.86,1.87,50.45,228.4,14.4,208.5,53.5,20.7,30.5,135.6
5832,29.18,1.78,46.9,215.9,13.6,195.3,50.5,19.6,28.2,129.2
5833,28.3,1.69,45.21,207.8,12.9,186.2,48.5,18.6,26.6,124.5
5834,27.22,1.64,43.09,200.8,12.6,180.6,47.4,18.2,26.2,118.8
5835,26.91,1.58,43.19,193.8,12.4,178.1,46.7,18.0,26.0,118.9
5836,26.53,1.57,41.52,191.8,12.4,175.5,45.0,17.7,25.4,115.8
5837,26.33,1.59,42.25,196.6,12.3,176.9,46.4,17.8,25.4,115.9
5838,26.62,1.6,42.21,193.6,12.3,176.8,46.2,17.8,25.7,116.0
5839,28.19,1.72,45.39,210.7,13.4,190.2,49.6,18.9,27.7,125.0
5840,30.3,1.83,48.54,226.8,14.3,205.0,52.8,20.3,29.5,133.8
5841,31.61,1.92,51.89,235.4,15.1,213.0,55.3,21.5,31.1,139.9
5842,32.08,1.93,51.0,236.9,15.2,215.2,56.0,21.5,31.6,142.8
5843,33.24,1.99,53.27,242.6,15.3,218.7,57.1,22.1,31.5,146.3
5844,32.49,1.97,53.02,240.2,15.4,217.8,56.5,22.0,31.6,144.4
5845,33.03,1.98,52.17,240.8,15.2,217.7,56.2,21.8,31.8,145.0
5846,31.02,1.85,49.57,222.8,14.4,205.1,52.9,20.2,29.7,136.2
5847,30.74,1.82,49.48,226.3,14.2,203.3,52.8,20.5,29.9,134.3
5848,30.11,1.8,48.24,225.8,14.3,202.5,52.7,20.0,29.5,132.3
5849,30.23,1.85,49.36,221.0,14.1,203.6,52.7,20.1,29.7,134.7
5850,32.84,1.95,52.97,239.4,15.4,218.7,56.8,21.6,32.2,143.0
5851,34.73,2.12,56.14,257.6,16.5,232.6,60.6,23.4,33.8,155.1
5852,34.68,2.06,55.42,248.0,15.8,228.2,58.5,23.1,32.6,149.0
5853,33.3,2.01,53.3,240.1,15.6,220.5,57.2,22.2,31.5,143.9
5854,33.04,1.96,51.62,240.1,15.1,217.6,56.2,21.5,31.1,143.7
5855,31.23,1.87,48.6,223.0,14.5,205.5,53.4,20.5,29.5,134.6
5856,29.05,1.73,45.44,207.7,13.5,191.5,50.5,19.3,28.0,127.7
5857,27.27,1.64,42.89,200.4,12.8,181.0,46.5,17.9,26.1,121.1
5858,26.1,1.59,42.26,194.7,12.3,175.5,45.6,17.3,25.2,117.3
5859,25.94,1.56,41.45,191.3,12.2,173.8,45.7,17.3,25.2,113.3
5860,26.15,1.58,41.42,193.2,12.1,173.3,45.2,17.3,24.8,114.0
5861,26.05,1.54,41.88,191.0,12.1,172.0,45.1,17.4,24.8,113.4
5862,25.27,1.52,41.32,185.2,12.1,170.2,43.9,17.1,24.9,112.5
5863,26.85,1.65,42.68,200.7,12.6,180.5,46.4,17.9,26.0,120.7
5864,28.95,1.71,45.53,212.4,13.4,192.5,50.7,19.0,27.8,128.8
5865,29.56,1.81,47.14,216.9,13.9,198.6,51.3,20.0,29.1,130.7
5866,30.23,1.81,48.58,226.4,14.1,202.9,53.5,20.4,29.1,133.1
5867,31.27,1.91,50.78,233.0,14.5,209.3,55.1,21.2,30.4,138.3
5868,31.45,1.86,49.62,228.4,14.4,208.7,53.6,20.9,30.4,136.4
5869,30.25,1.81,47.51,219.5,14.0,200.3,51.5,19.8,29.4,131.3
5870,29.27,1.75,46.76,213.1,13.6,192.5,50.1,19.1,27.5,127.6
5871,28.58,1.69,44.63,204.4,13.2,188.5,48.6,18.8,27.0,124.0
5872,28.34,1.74,45.27,212.4,13.3,190.8,49.5,19.2,27.7,127.3
5873,28.31,1.7,44.78,207.0,13.1,186.5,48.1,18.9,26.7,123.8
5874,30.79,1.86,48.84,227.0,14.4,204.1,53.2,20.5,29.3,136.5
5875,34.04,2.01,54.3,244.7,15.5,223.7,58.6,22.7,32.4,146.1
5876,33.99,2.03,54.31,252.3,15.9,226.7,58.6,22.9,32.8,148.0
5877,33.4,1.99,53.06,240.5,15.2,220.0,56.7,21.9,32.2,144.3
5878,32.22,1.94,51.34,241.2,15.3,216.2,56.6,21.9,31.3,144.4
5879,30.64,1.81,48.31,226.8,14.3,203.2,52.6,20.5,29.0,133.5
5880,28.2,1.71,45.14,206.0,13.5,189.6,49.0,18.8,27.4,125.0
5881,26.76,1.64,43.88,199.6,12.5,180.3,47.5,18.3,26.3,118.4
5882,26.79,1.6,41.66,194.5,12.3,176.0,45.5,17.4,25.4,117.0
5883,25.74,1.57,41.48,191.9,12.1,173.7,45.7,17.4,25.3,115.2
5884,26.11,1.58,41.74,196.0,12.4,175.7,45.7,17.7,25.3,116.2
5885,28.17,1.67,45.06,203.9,13.1,186.6,48.7,18.9,26.7,124.0
5886,29.36,1.76,47.0,212.8,13.7,196.4,51.2,19.7,28.1,131.5
5887,33.78,2.01,53.23,243.6,15.8,223.4,57.9,22.3,32.0,145.4
5888,36.13,2.18,58.83,268.4,17.0,243.0,62.8,24.4,35.2,162.3
5889,38.42,2.35,61.7,283.6,18.3,258.8,66.3,25.9,37.2,169.8
5890,37.85,2.32,61.32,276.9,18.0,254.7,66.8,25.8,36.7,168.3
5891,39.71,2.4,62.56,289.8,18.6,263.9,68.0,26.4,38.1,174.2
5892,40.34,2.39,63.61,289.3,18.8,265.8,69.9,26.6,38.0,177.9
5893,40.15,2.34,63.91,290.5,18.7,264.0,68.9,26.6,38.0,174.4
5894,39.45,2.34,63.27,282.1,18.1,259.8,68.4,25.9,38.1,173.6
5895,38.84,2.31,62.25,280.0,17.8,257.6,67.2,25.5,37.4,171.9
5896,37.6,2.23,59.5,272.5,17.4,251.0,65.1,24.8,35.9,167.3
5897,34.16,2.06,55.11,255.0,16.2,228.7,60.0,22.9,33.3,151.3
5898,37.66,2.27,60.46,275.1,17.7,249.5,65.6,25.2,36.5,166.5
5899,39.61,2.34,61.62,285.7,18.0,260.3,66.7,26.4,37.7,173.6
5900,38.35,2.25,61.02,276.8,17.9,252.8,64.9,25.6,36.4,164.5
5901,35.94,2.15,56.86,259.9,16.6,239.5,61.7,23.6,34.4,157.0
5902,33.96,2.08,55.16,253.0,16.0,229.7,59.8,22.9,33.5,152.0
5903,32.69,1.96,51.5,238.3,15.0,216.1,56.7,21.8,31.7,141.4
5904,30.2,1.8,47.89,223.1,14.2,202.1,52.6,19.9,29.0,133.2
5905,28.58,1.71,46.02,210.1,13.6,192.2,50.3,19.5,27.9,125.5
5906,28.11,1.67,44.85,206.5,13.0,186.8,48.5,18.4,26.7,122.3
5907,27.99,1.7,44.6,208.5,13.2,186.8,49.1,18.4,27.4,121.8
5908,28.25,1.71,45.42,204.6,13.1,188.2,48.5,19.0,26.9,122.4
5909,29.92,1.81,47.16,219.4,14.1,199.0,51.6,19.6,28.7,133.1
5910,31.77,1.92,50.47,228.7,14.7,210.8,54.4,21.0,30.3,138.7
5911,34.8,2.08,56.27,254.5,16.4,231.3,60.8,23.1,33.5,154.1
5912,36.88,2.22,59.19,267.5,17.2,243.8,62.8,24.2,35.5,162.4
5913,38.31,2.25,61.37,275.9,17.6,253.1,66.4,25.1,36.5,166.0
5914,38.28,2.34,61.64,280.2,18.2,257.9,67.8,25.9,37.6,170.5
5915,40.14,2.36,62.88,292.4,18.6,264.4,67.8,26.2,38.6,172.7
5916,39.77,2.38,63.69,294.8,18.6,268.3,70.0,27.0,39.1,174.6
5917,39.86,2.4,64.53,291.3,19.0,267.4,70.5,26.4,38.3,176.5
5918,39.41,2.36,63.8,291.8,18.8,264.7,69.7,26.4,38.6,174.9
5919,38.11,2.34,62.64,285.6,17.8,257.3,66.9,26.0,37.4,171.9
5920,37.17,2.24,59.69,272.6,17.5,247.0,64.1,24.7,35.6,161.4
5921,35.51,2.12,56.03,257.1,16.6,236.8,62.3,23.7,34.4,158.1
5922,38.35,2.27,60.07,278.4,17.8,252.8,66.4,25.2,36.1,166.2
5923,39.7,2.37,62.69,286.0,18.4,263.0,68.7,26.4,38.0,171.3
5924,37.99,2.31,60.38,275.9,17.9,253.8,66.3,25.2,37.1,169.8
5925,35.97,2.14,56.61,262.0,16.7,238.4,62.8,23.9,34.6,155.1
5926,34.08,2.09,54.45,256.4,16.3,229.7,59.2,23.2,33.7,152.2
5927,31.87,1.94,51.84,233.6,15.1,215.3,56.5,21.6,31.4,140.7
5928,29.84,1.79,48.33,222.1,14.1,199.8,51.6,19.9,29.4,130.8
5929,29.04,1.72,46.16,208.4,13.5,191.3,49.1,19.2,27.6,124.7
5930,28.35,1.67,44.75,206.2,13.1,187.1,48.5,18.4,26.8,122.9
5931,27.93,1.64,43.96,203.0,13.0,184.7,47.8,18.6,27.1,122.6
5932,27.75,1.68,44.48,201.9,12.8,185.0,48.8,18.8,26.8,120.9
5933,29.84,1.76,47.28,215.0,13.9,196.3,50.7,19.7,28.2,129.2
5934,31.23,1.84,49.46,230.0,14.4,206.1,54.2,20.4,30.3,134.8
5935,34.36,2.05,54.73,252.3,15.8,226.8,59.0,22.5,33.0,151.7
5936,36.91,2.21,59.8,272.5,17.4,246.5,64.8,25.0,35.9,163.1
5937,38.84,2.32,61.86,283.8,18.0,255.4,66.8,25.2,36.5,166.9
5938,39.26,2.36,61.73,288.7,18.1,258.7,67.4,25.6,38.0,173.3
5939,39.03,2.38,62.16,285.7,18.2,262.1,69.1,25.8,38.1,173.4
5940,38.75,2.33,62.2,288.7,18.4,261.6,68.9,26.1,38.4,170.8
5941,38.06,2.33,62.66,280.0,18.1,257.6,66.7,25.8,37.2,171.4
5942,37.65,2.27,61.17,275.2,17.5,252.8,65.5,25.5,36.8,166.7
5943,37.45,2.25,59.0,270.4,17.5,248.6,63.9,25.0,36.1,164.4
5944,35.67,2.17,57.53,267.7,16.8,240.2,63.3,23.9,35.1,157.7
5945,35.14,2.11,56.25,255.8,16.0,231.3,60.0,22.8,33.7,151.8
5946,37.45,2.25,58.68,274.3,17.3,247.8,65.2,24.4,35.9,165.6
5947,38.41,2.36,62.94,284.2,18.4,259.8,66.8,26.1,38.0,172.3
5948,38.36,2.24,61.06,276.0,17.5,252.2,66.5,25.0,36.3,166.8
5949,35.7,2.15,57.85,264.6,16.7,239.5,61.9,23.7,34.8,157.5
5950,34.38,2.11,55.99,258.1,16.1,231.3,59.4,22.8,33.1,154.8
5951,32.21,1.95,51.61,236.9,15.1,215.9,56.3,21.4,31.6,141.4
5952,30.27,1.82,48.26,218.6,14.2,201.0,52.8,20.0,29.3,132.2
5953,28.6,1.72,45.59,208.0,13.1,190.2,49.3,18.7,27.6,126.4
5954,27.93,1.64,43.81,200.9,12.9,184.8,48.3,18.3,26.7,122.6
5955,27.35,1.62,42.82,198.1,12.6,180.7,47.0,18.1,25.9,119.4
5956,27.32,1.67,43.45,199.9,12.8,183.5,48.4,18.1,26.4,121.0
5957,29.36,1.76,46.78,218.0,13.9,196.8,50.4,19.8,28.9,129.5
5958,30.9,1.9,49.9,231.0,14.5,208.9,54.0,20.7,30.3,136.3
5959,34.56,2.04,54.34,252.8,15.8,227.3,59.9,23.0,32.6,151.3
5960,35.52,2.19,58.53,261.1,16.6,240.4,62.6,23.9,35.3,159.7
5961,38.72,2.27,62.2,279.6,18.1,256.2,66.2,25.9,36.8,170.9
5962,38.8,2.29,60.67,278.2,17.9,254.9,65.3,25.8,36.5,168.5
5963,38.91,2.34,62.2,281.3,17.8,257.0,66.5,25.7,37.2,168.1
5964,38.95,2.4,63.94,287.3,18.2,263.3,67.9,26.5,37.6,173.7
5965,39.52,2.35,62.55,286.3,18.5,263.9,69.1,26.3,38.1,172.7
5966,38.76,2.38,63.0,288.3,18.4,261.7,69.0,26.1,38.3,174.8
5967,37.65,2.32,60.87,278.2,17.6,254.6,65.9,25.7,37.0,167.0
5968,35.75,2.16,58.15,264.5,16.9,240.0,61.6,23.7,35.3,157.3
5969,34.73,2.12,56.77,261.0,16.3,233.8,61.0,23.2,33.8,153.7
5970,37.79,2.24,60.59,276.9,17.7,250.9,65.7,25.3,36.4,166.1
5971,39.28,2.35,62.95,282.8,18.4,260.7,68.0,26.0,38.3,170.2
5972,37.1,2.25,60.27,278.7,17.8,251.0,65.2,25.0,36.1,168.1
5973,35.65,2.16,57.09,261.2,16.8,237.4,61.1,23.7,34.7,156.7
5974,34.43,2.04,54.42,251.6,16.1,227.6,58.4,22.8,33.1,150.5
5975,31.68,1.9,50.64,233.8,15.0,213.7,55.4,21.4,30.7,141.3
5976,29.51,1.76,48.11,219.5,13.8,199.0,51.6,19.8,29.2,132.9
5977,28.26,1.7,46.21,209.6,13.5,190.3,49.4,19.0,27.2,125.0
5978,27.64,1.68,44.46,205.9,13.2,185.3,47.7,18.8,26.8,124.0
5979,27.38,1.66,43.7,198.3,13.0,182.6,47.2,18.4,26.3,120.4
5980,27.8,1.67,44.06,202.9,13.1,185.5,48.3,18.5,27.0,120.8
5981,29.48,1.77,46.98,218.2,14.0,197.1,51.0,19.7,28.4,128.3
5982,31.07,1.87,50.01,224.7,14.4,207.2,53.9,20.6,29.7,138.2
5983,33.79,2.03,53.46,245.4,15.7,225.9,58.3,22.5,32.7,150.7
5984,35.73,2.18,58.63,267.2,16.7,241.2,63.0,24.2,35.3,159.7
5985,37.95,2.29,61.55,276.8,17.6,253.7,65.0,25.2,37.3,165.9
